Subject Area Name,Subject Acronym,Class Number,Class Name
Law ,,815A,EMPLOYMENT LAW DISCRIMINATION PRACTICUM
Law ,,815B,EMPLOYMENT LAW DISCRIMINATION PRACTICUM
Law ,,820,California Unfair Competition Law
Law ,,825,Investment Management Law Practicum
Law ,,826,Startup Legal Garage
Law ,,830,Bond Advocacy Workshop
Law ,,832,Voting Rights Policy and Practice
Law ,,835,Pay or Stay: An Exploration of the Bail System in America
Law ,,841,Client-Centered Elder Law
Law ,,850A,Advanced Judicial Process
Law ,,850B,Advanced Judicial Process
Law ,,851,agency externship
Law ,,851B,Variable Topics Course (Agency Externships)
Law ,,852A,Externship: UC in DC
Law ,,852B,Externship: UC in DC
Law ,,853,Agency Externship: Specific Field Placement
Law ,,853B,Variable Topics Course (Agency Externships)
Law ,,854,Agency Externship: Specific Field Placement
Law ,,854B,test1
Law ,,855,Agency Externship: Specific Field Placement
Law ,,855B,Variable Topics Course (Agency Externships)
Law ,,856,Agency Externship: Specific Field Placement
Law ,,857,Agency Externship: Specific Field Placement
Law ,,857B,Variable Topics Course (Agency Externships)
Law ,,858,Agency Externship: Specific Field Placement
Law ,,859,Agency Externship: Specific Field Placement
Law ,,859B,Variable Topics Course (Agency Externships)
Law ,,860,Agency Externship: Specific Field Placement
Law ,,861,Agency Externship: Specific Field Placement
Law ,,862,Agency Externship: Specific Field Placement
Law ,,863A,Variable Topics Course (Agency Externships)
Law ,,863B,Variable Topics Course (Agency Externships)
Law ,,865A,Variable Topics Course (Agency Externships)
Law ,,865B,Variable Topics Course (Agency Externships)
Law ,,900,Contract Design
Law ,,901,Commercial Law in the People's Republic of China
Law ,,902,Deals
Law ,,903,International Human Rights; Law Beyond Borders
Law ,,904,Lawyer as Peace Maker
Law ,,905,Strategies for Social Change Lawyering
Law ,,906,Intensive Editing Workshop
Law ,,907,"Intelligence, Testing, and the Law"
Law ,,908,Suing the Police
Law ,,909,Topics: Environmental Law
Law ,,910,EMPIRICAL APPROACHES TO DISPARATE IMPACT LITIGATION
Law ,,912,City Food Policy: Legislation & Advocacy
Law ,,913,Regulating Food
Law ,,914,ADVANCED LEGAL ISSUES IN DISTRESSED DEBT INVESTING
Law ,,915,Law and Economics
Law ,,916,"RE-ENTRY, WORK, AND RACE"
Law ,,917,Health Law & Policy Research
Law ,,918,Directors and Officers Liability Insurance
Law ,,920,Syndicated Loan Transaction
Law ,,921,International Mergers & Acquisitions
Law ,,922,Real Estate Financial Analysis
Law ,,923,Taxation and Development
Law ,,924,Advanced Legal Writing: Criminal Pretrial Motions
Law ,,925,Heroes and Villans: The Lawyer's Narrative in Fact and Fiction
Law ,,926,Rebellious Lawyering
Law ,,927,International Human Rights Clinic: International Field Experience
Law ,,928,RELIGIOUS LIBERTY
Law ,,930,Digital Technologies and the Constitution
Law ,,931,Legal Problems of the US/Mexico Border
Law ,,932,"The Blockchain: Technology, Law and Regulation"
Law ,,934,California Prison to Parole
Law ,,935,Information Technology Law
Law ,,936,Introduction to Disability Law
Law ,,938A,Administrative Law in Practice: Dangerous and Nuisance Dog Regulation in Los Angeles
Law ,,938B,Administrative Law Practice: Dangerous and Nuisance Dog Regulation in Los Angeles
Law ,,939,Real World M&A: Intensive Introduction
Law ,,940,Chapter 11 Overview for Law 740
Law ,,941,Law of the United States - Mexico Border
Law ,,942,Language in the Law
Law ,,943,Securities Litigation and Enforcement
Law ,,944,How Should We Fix the U.S
Law ,,945,Advanced Legal Research Intensive
Law ,,947,Law and Your Life: Aligning Personal Values with the Practice of Law
Law ,,948,Policy Analysis and Advocacy
Law ,,949,Esports
Law ,,950,Homelessness
Law ,,951,Human Rights Challenge
Law ,,952,Reenvisioning the Lawyer's Role: Trauma Informed Lawyering and Restorative/Transformative Justice
Law ,,954,Civil Procedure in Practice
Law ,,955,Pprspects for International Justice
Law ,,956,Legal Holocaust in Hitler's Europe
Law ,,957,Hard Cases Make Bad Human Rights Law
Law ,,958,International Criminal Court Jurisdiction
Law ,,959,LA Housing Law and Policy
Law ,,960,Rights to Food and Global Food Justice
Law ,,963,Employment Discrimination Law
Law ,,965,Higher Education: Law and Policy
Law ,,968,Impeaching a President
Law ,,970,INTENSIVE VOIR DIRE CLINIC (SIMULATED)
Law ,,972,Negotiation Theory and Practice
Law ,,973,Designing Real Utopia
Law ,,977,Advanced Topics in Trial Advocacy
Law ,,980,Issues in Drug Development & Pharmacuetical Innovation
Law ,,988,M&A Due Diligence
Law ,,992,Sexual Orientation Workshop
Law ,,999,First Year Course Block
Lithuanian,LTHUAN ,19,Fiat Lux Freshman Seminars
Lithuanian,LTHUAN ,89,Honors Seminars
Lithuanian,LTHUAN ,89HC,Honors Contracts
Lithuanian,LTHUAN ,99,Student Research Program
Lithuanian,LTHUAN ,101A,Elementary Lithuanian
Lithuanian,LTHUAN ,101B,Elementary Lithuanian
Lithuanian,LTHUAN ,101C,Elementary Lithuanian
Lithuanian,LTHUAN ,102A,Advanced Lithuanian
Lithuanian,LTHUAN ,102B,Advanced Lithuanian
Lithuanian,LTHUAN ,102C,Advanced Lithuanian
Lithuanian,LTHUAN ,189,Advanced Honors Seminars
Lithuanian,LTHUAN ,189HC,Honors Contracts
Law,Undergraduate,19,Fiat Lux Freshman Seminars
Law,Undergraduate,99,Student Research Program
Law,Undergraduate,156,American Political Thought Seminar
Law,Undergraduate,161,Consumer Bankruptcy Policy Seminar
Law,Undergraduate,163A,International Human Rights Colloquium
Law,Undergraduate,163B,International Human Rights Colloquium
Law,Undergraduate,170,"Race and Racism in California Legal History, 1846 to Present"
Law,Undergraduate,173,Topics in American Constitutional History
Law,Undergraduate,175,Seminar: Individual Rights Protected by U.S
Law,Undergraduate,180,Special Topics in Law
Law,Undergraduate,182,Law and Popular Culture
Law,Undergraduate,183,Law and Order
Law,Undergraduate,184,Introduction to Legal Education
Law,Undergraduate,185,Corporate Mock Trial
Law,Undergraduate,186,Law and Order
Law,Undergraduate,187A,Legal History Colloquium
Law,Undergraduate,187B,Politics and International Law Colloquium
Law,Undergraduate,189,Advanced Honors Seminars
Law,Undergraduate,191,Variable Topics Research Seminars: Law--California Legal History
Law,Undergraduate,193,Journal Club Seminars: Law
Law,Undergraduate,199,Directed Research in Law
Management,MGMT ,1A,Principles of Accounting
Management,MGMT ,1B,Principles of Accounting
Management,MGMT ,19,Fiat Lux Freshman Seminars
Management,MGMT ,88,Lower-Division Seminar: Special Topics in Management
Management,MGMT ,89,Honors Seminars
Management,MGMT ,89HC,Honors Contracts
Management,MGMT ,99,Student Research Program
Management,MGMT ,108,Business Law  
Management,MGMT ,109,International Business Law
Management,MGMT ,120A,Intermediate Financial Accounting I  
Management,MGMT ,120B,Intermediate Financial Accounting II  
Management,MGMT ,121,Ethical Leadership in Accounting
Management,MGMT ,122,Management Accounting
Management,MGMT ,123,Auditing  
Management,MGMT ,124,Advanced Accounting  
Management,MGMT ,126,Financial Statement Analysis
Management,MGMT ,127A,Tax Principles and Policy
Management,MGMT ,127B,Corporate and Partnership Taxation
Management,MGMT ,127C,International Taxation
Management,MGMT ,128,Special Topics in Accounting
Management,MGMT ,130A,Basic Managerial Finance
Management,MGMT ,140,Elements of Production and Operations Research
Management,MGMT ,142A,Information Technology in Accounting
Management,MGMT ,142B,"Communication Technology, Programming, and Accounting"
Management,MGMT ,160,Entrepreneurship and Venture Initiation
Management,MGMT ,161,Business Plan Development
Management,MGMT ,162,Entrepreneurship and Technology Commercialization
Management,MGMT ,163,Entrepreneurship and New Product Development
Management,MGMT ,164,Entrepreneurial Finance and Accounting
Management,MGMT ,165,Marketing Principles for Entrepreneurs
Management,MGMT ,167,Social Entrepreneurship
Management,MGMT ,168,Personal Financial Health: Theory and Practice
Management,MGMT ,169,Entrepreneurial Leadership and Practical Experience
Management,MGMT ,170,Real Estate Finance and Investments
Management,MGMT ,180,Special Topics in Management
Management,MGMT ,182,Leadership Principles and Practice
Management,MGMT ,188SA,Individual Studies for USIE Facilitators
Management,MGMT ,188SB,Individual Studies for USIE Facilitators
Management,MGMT ,188SC,Individual Studies for USIE Facilitators
Management,MGMT ,189,Advanced Honors Seminars
Management,MGMT ,189HC,Honors Contracts
Management,MGMT ,195,Community or Corporate Internships in Management
Management,MGMT ,199,Directed Research in Management
Management,MGMT ,201A,Business Forecasting: Turning Numbers into Knowledge
Management,MGMT ,201B,Econometrics and Business Forecasting  
Management,MGMT ,202B,Economic Consulting and Applied Managerial Economics
Management,MGMT ,205A,International Business Economics  
Management,MGMT ,209,Managing Complex Business Deals
Management,MGMT ,209A,Managing Complex Business Deals
Management,MGMT ,209B,Managing Complex Business Deals
Management,MGMT ,214,Managerial Decision Making
Management,MGMT ,215A,Negotiations Analysis
Management,MGMT ,215B,Market Entry Strategy
Management,MGMT ,217A,Decision Analysis
Management,MGMT ,218,Tools and Analysis for Business Strategy
Management,MGMT ,220,Corporate Financial Reporting
Management,MGMT ,222,Corporate Decision Making and Incentives
Management,MGMT ,223,Choice Architecture in Practice
Management,MGMT ,224,Business Law for Managers and Entrepreneurs
Management,MGMT ,M225,Law and Management of Nonprofit Organizations
Management,MGMT ,226,Special Advanced Topics in Accounting
Management,MGMT ,227,Taxation and Management Decisions
Management,MGMT ,228,Financial Statement Analysis
Management,MGMT ,231C,Corporate Valuation
Management,MGMT ,231D,"Takeovers, Restructuring, and Corporate Governance"
Management,MGMT ,231E,Managing Finance and Financing Emerging Enterprises
Management,MGMT ,232A,Investment Management
Management,MGMT ,232B,Fixed-Income Markets
Management,MGMT ,232D,Option Markets
Management,MGMT ,232E,Market and Credit Risk Management
Management,MGMT ,232F,Behavioral Finance
Management,MGMT ,234A,International Financial Markets
Management,MGMT ,235,Venture Capital and Private Equity
Management,MGMT ,238,Special Topics in Finance  
Management,MGMT ,240E,Managing Entrepreneurial Operations
Management,MGMT ,240F,Global Supply Chain Management
Management,MGMT ,240G,Global Operations Strategy
Management,MGMT ,241A,Technology Management
Management,MGMT ,246A,Business and Environment
Management,MGMT ,M247,Intellectual Property for Technology Entrepreneurs and Managers
Management,MGMT ,250D,Patterns of Problem Solving
Management,MGMT ,252,Persuasion and Influence
Management,MGMT ,254,Incentives and Motivation in Organizations
Management,MGMT ,256,Leadership and Ethics
Management,MGMT ,260A,Customer Assessment and Analytics
Management,MGMT ,260B,Marketing Strategy and Planning
Management,MGMT ,261A,Sales and Channel Management
Management,MGMT ,261B,Global Marketing Management
Management,MGMT ,262,Price Policies
Management,MGMT ,263A,Consumer Behavior
Management,MGMT ,264A,Market Research
Management,MGMT ,264B,Data Analytics for Marketing and Finance
Management,MGMT ,265,Brand Management
Management,MGMT ,266A,New Product Development
Management,MGMT ,266B,Advertising and Marketing Communications
Management,MGMT ,267,Digital Marketing Analytics
Management,MGMT ,268,Selected Topics in Marketing
Management,MGMT ,270C,Web Business
Management,MGMT ,M271A,Medtech Innovation I: Entrepreneurial Opportunities in Medical Technology
Management,MGMT ,M271B,Medtech Innovation II: Prototyping and New Venture Development
Management,MGMT ,272A,Information Systems Project Management
Management,MGMT ,273,"Current Topics in Entertainment, Media, and Sports"
Management,MGMT ,275,Current Topics in Emerging Technologies and Markets
Management,MGMT ,M277,Real Estate Finance Law
Management,MGMT ,277A,Real Estate Finance Law
Management,MGMT ,277B,Real Estate Finance Law
Management,MGMT ,278A,Urban Real Estate Financing and Investing  
Management,MGMT ,279A,Cases in Real Estate Investments
Management,MGMT ,279B,Entrepreneurial Real Estate Development
Management,MGMT ,279C,"Real Estate Economics, Capital Markets, and Securitization"
Management,MGMT ,281B,People in Organizations
Management,MGMT ,282,Optimizing Team Performance
Management,MGMT ,284C,Managing Entrepreneurial Organizations
Management,MGMT ,285A,"Leadership, Motivation, and Power"
Management,MGMT ,285B,Managerial Interpersonal Communication  
Management,MGMT ,286,Negotiations Behavior
Management,MGMT ,291,Strategies for Technology-Based Corporate Development
Management,MGMT ,M292B,"Growth, Science, and Technology"
Management,MGMT ,M293A,Political Environment of American Business
Management,MGMT ,293C,Ethical Considerations in Business
Management,MGMT ,294,Law and Economics Workshop
Management,MGMT ,295A,Entrepreneurship and Venture Initiation  
Management,MGMT ,295B,Small Business Management  
Management,MGMT ,295C,Corporate Entrepreneurship  
Management,MGMT ,295D,Business Plan Development
Management,MGMT ,296A,International Business Management  
Management,MGMT ,297B,International Business Strategy
Management,MGMT ,297C,International Business Law  
Management,MGMT ,297D,International Business Negotiations  
Management,MGMT ,297E,Business and Economics in Emerging Markets
Management,MGMT ,298D,Special Topics in Management
Management,MGMT ,298E,Special Topics in Management
Management,MGMT ,298F,Special Topics in Management
Management,MGMT ,298G,Special Topics in Management
Management,MGMT ,298H,Special Topics in Management
Management,MGMT ,298I,Special Topics in Management
Management,MGMT ,375,Teaching Apprentice Practicum
Management,MGMT ,406,Global Macroeconomy
Management,MGMT ,407,Business Analytics with Spreadsheets
Management,MGMT ,422,Analysis and Communications  
Management,MGMT ,424,Strategic Business Presenting
Management,MGMT ,425,Advanced Management Communication
Management,MGMT ,430,Corporate Finance
Management,MGMT ,455E,International Exchange Program
Management,MGMT ,457A,Fieldwork in Investment Management
Management,MGMT ,457B,Fieldwork in Investment Management
Management,MGMT ,457C,Fieldwork in Investment Management
Management,MGMT ,457D,Fieldwork in Investment Management
Management,MGMT ,458A,Global Immersion: Two-Quarter Plan
Management,MGMT ,458B,Global Immersion: Two-Quarter Plan
Management,MGMT ,459E,International Exchange
Management,MGMT ,460A,Managing Finance and Financing Emerging Enterprises
Management,MGMT ,460B,Managing Finance and Financing Emerging Enterprises
Management,MGMT ,466B,Advanced Financial Policy for Managers
Management,MGMT ,468,Macroeconomics and Economic Forecasting
Management,MGMT ,472B,Customer Information Strategy
Management,MGMT ,479E,International Exchange: Executive MBA Program
Management,MGMT ,481A,Negotiations Behavior
Management,MGMT ,481B,Negotiations Behavior
Management,MGMT ,484A,Management of Technology and Innovation
Management,MGMT ,484B,Management of Technology and Innovation
Management,MGMT ,485,Corporate Entrepreneurship
Management,MGMT ,488,Business Plan Development
Management,MGMT ,489,Entrepreneurship and Venture Initiation
Management,MGMT ,501,Cooperative Program  
Management,MGMT ,596,Research in Management  
Management,MGMT ,597,Preparation for Qualifying Examinations  
Management,MGMT ,598,Thesis Research in Management  
Management,MGMT ,599,PhD Dissertation Research in Management
Medicine,MED ,19,Fiat Lux Freshman Seminars
Medicine,MED ,99,Student Research Program
Medicine,MED ,M160A,Health Outreach and Education for At-Risk Populations
